# This RNR data was obtained partly from the authors (data in Fig 2 of BMC 2005) and also using Plot Digitizer (e.g. those in scientific notation).																								
# values of zero leading a seqence of increasing concentrations were set to 1e-2 (essentially zero) to allow [x]>0 subsetting.																								
#R1	R2	UDP	CDP	GDP	ADP	dTTP	dTTPf	dGTP	dGTPf	dATP	dATPf	ATP	Mg	v	mass	n	fg	year	jrnl	vol	page	frstAut	organism	
R	r 	U 	C 	G 	A 	t	tf	g	gf	a	af	X	Mg	v	m	n	fg	year	jrnl	vol	page	frstAut	organism	
7	0	1000	0	0	0	0	0	0	0	0	0	2.17E+02	10000	0	1.65E+02	NA	7	2002	Bioc 	41	462	KashlanOB	mouse	
7	0	1000	0	0	0	0	0	0	0	0	0	3.50E+02	10000	0	2.34E+02	NA	7	2002	Bioc 	41	462	KashlanOB	mouse	
7	0	1000	0	0	0	0	0	0	0	0	0	2.14E+02	10000	0	2.68E+02	NA	7	2002	Bioc 	41	462	KashlanOB	mouse	
7	0	1000	0	0	0	0	0	0	0	0	0	3.11E+02	10000	0	3.46E+02	NA	7	2002	Bioc 	41	462	KashlanOB	mouse	
7	0	1000	0	0	0	0	0	0	0	0	0	4.24E+02	10000	0	3.74E+02	NA	7	2002	Bioc 	41	462	KashlanOB	mouse	
7	0	1000	0	0	0	0	0	0	0	0	0	5.22E+02	10000	0	3.99E+02	NA	7	2002	Bioc 	41	462	KashlanOB	mouse	
7	0	1000	0	0	0	0	0	0	0	0	0	6.79E+02	10000	0	3.54E+02	NA	7	2002	Bioc 	41	462	KashlanOB	mouse	
7	0	1000	0	0	0	0	0	0	0	0	0	8.47E+02	10000	0	4.16E+02	NA	7	2002	Bioc 	41	462	KashlanOB	mouse	
7	0	1000	0	0	0	0	0	0	0	0	0	7.89E+02	10000	0	4.63E+02	NA	7	2002	Bioc 	41	462	KashlanOB	mouse	
7	0	1000	0	0	0	0	0	0	0	0	0	1.38E+03	10000	0	3.88E+02	NA	7	2002	Bioc 	41	462	KashlanOB	mouse	
7	0	1000	0	0	0	0	0	0	0	0	0	1.71E+03	10000	0	4.46E+02	NA	7	2002	Bioc 	41	462	KashlanOB	mouse	
7	0	1000	0	0	0	0	0	0	0	0	0	3.21E+03	10000	0	4.77E+02	NA	7	2002	Bioc 	41	462	KashlanOB	mouse	
2	20	0	0	1000	0	100	NA	0	0	1.00E-02	1.00E-02	0	10000	0.28	NA	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	# total dATP
2	20	0	0	1000	0	100	NA	0	0	1.05	0.912074	0	10000	0.238	NA	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
2	20	0	0	1000	0	100	NA	0	0	2.1	1.70561	0	10000	0.18144	NA	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
2	20	0	0	1000	0	100	NA	0	0	3.15	2.48817	0	10000	0.14728	NA	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
2	20	0	0	1000	0	100	NA	0	0	4.2	3.3036	0	10000	0.1106	NA	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
2	20	0	0	1000	0	100	NA	0	0	6.3	5.06096	0	10000	0.07644	NA	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
2	20	0	0	1000	0	100	NA	0	0	10.5	8.91872	0	10000	0.05824	NA	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
2	20	0	0	1000	0	100	NA	0	0	21	19.1744	0	10000	0.0392	NA	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4.8	0	0	0	350	0	0	2.1	NA	1.00E-02	1.00E-02	0	10000	0.18	NA	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4.8	0	0	0	350	0	0	2.1	NA	0.47	0.413923	0	10000	0.12834	NA	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4.8	0	0	0	350	0	0	2.1	NA	1.66	1.27225	0	10000	0.12132	NA	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4.8	0	0	0	350	0	0	2.1	NA	3.89	3.05279	0	10000	0.06606	NA	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4.8	0	0	0	350	0	0	2.1	NA	6.91	5.86152	0	10000	0.01692	NA	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4.8	0	0	0	350	0	0	2.1	NA	11.9	10.7532	0	10000	0.009	NA	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
6.1	0	0	0	0	0	980	NA	0	0	1.00E-02	NA	0	10000	0	1.81E+02	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
6.1	0	0	0	0	0	980	NA	0	0	7.64E-01	NA	0	10000	0	2.22E+02	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
6.1	0	0	0	0	0	980	NA	0	0	1.46E+00	NA	0	10000	0	3.13E+02	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
6.1	0	0	0	0	0	980	NA	0	0	3.34E+00	NA	0	10000	0	3.58E+02	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
6.1	0	0	0	0	0	980	NA	0	0	6.21E+00	NA	0	10000	0	3.76E+02	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
6.1	0	0	0	0	0	980	NA	0	0	1.35E+01	NA	0	10000	0	3.67E+02	NA	8	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	2	1.38231	0	10000	0.0716988	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	4	2.72077	0	10000	0.0449637	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	8	6.10202	0	10000	0.0260203	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	16	13.8047	0	10000	0.0140824	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	3.63	2.45298	0	10000	0.0423902	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	1.89	1.31448	0	10000	0.0736575	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	1.26	0.92233	0	10000	0.0785613	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	0.82	0.629203	0	10000	0.0872109	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	0.4	0.319319	0	10000	0.0915	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	0.22	0.177701	0	10000	0.0745225	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	7.05	5.24089	0	10000	0.0137464	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	1.00E-02	1.00E-02	0	10000	0.0714844	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	32	29.6892	0	10000	0.0119379	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	64	61.6412	0	10000	0.00857812	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	130	127.619	0	10000	0.00536133	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	180	177.613	0	10000	0.00492527	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	250	247.61	0	10000	0.00882117	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	350	347.606	0	10000	0.0048109	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	500	497.604	0	10000	0.00857812	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	700	697.602	0	10000	0.00508969	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	900	897.6	0	10000	0.00370289	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	4	0	1100	0	0	0	0	0	0	1200	1197.6	0	10000	0.00774176	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.3	5.6	820	0	0	0	0	0	0	0	7.05	4.9661	0	10000	0.0042	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.3	5.6	820	0	0	0	0	0	0	0	3.63	2.15986	0	10000	0.0141	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.3	5.6	820	0	0	0	0	0	0	0	1.89	1.03269	0	10000	0.02295	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.3	5.6	820	0	0	0	0	0	0	0	1.26	0.665416	0	10000	0.02685	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.3	5.6	820	0	0	0	0	0	0	0	0.82	0.417979	0	10000	0.0237	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.3	5.6	820	0	0	0	0	0	0	0	0.4	0.194311	0	10000	0.0174	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.3	5.6	820	0	0	0	0	0	0	0	0.22	0.104303	0	10000	0.00855	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.3	5.6	820	0	0	0	0	0	0	0	1.00E-02	1.00E-02	0	10000	0.0054	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.3	5.6	820	0	0	0	0	0	0	0	7	4.92129	0	10000	0.01245	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.3	5.6	820	0	0	0	0	0	0	0	3.6	2.1386	0	10000	0.01965	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.3	5.6	820	0	0	0	0	0	0	0	1.9	1.03863	0	10000	0.0216	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.3	5.6	820	0	0	0	0	0	0	0	1.3	0.688304	0	10000	0.01935	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.3	5.6	820	0	0	0	0	0	0	0	0.8	0.406983	0	10000	0.015	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.3	5.6	820	0	0	0	0	0	0	0	0.4	0.194311	0	10000	0.0096	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.3	5.6	820	0	0	0	0	0	0	0	0.2	0.0945576	0	10000	0.006	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.3	5.6	820	0	0	0	0	0	0	0	1.00E-02	1.00E-02	0	10000	0.0195	NA	NA	9	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	6.72E-02	0	0	0	0	300	NA	0	0	0	0	10000	10000	5.39E-02	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	# fraction k
1.2	1.68E-01	0	0	0	0	300	NA	0	0	0	0	10000	10000	1.41E-01	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	3.20E-01	0	0	0	0	300	NA	0	0	0	0	10000	10000	2.94E-01	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	5.06E-01	0	0	0	0	300	NA	0	0	0	0	10000	10000	4.47E-01	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	6.76E-01	0	0	0	0	300	NA	0	0	0	0	10000	10000	4.76E-01	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	8.46E-01	0	0	0	0	300	NA	0	0	0	0	10000	10000	5.30E-01	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	1.01E+00	0	0	0	0	300	NA	0	0	0	0	10000	10000	7.21E-01	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	1.27E+00	0	0	0	0	300	NA	0	0	0	0	10000	10000	8.04E-01	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	1.47E+00	0	0	0	0	300	NA	0	0	0	0	10000	10000	7.25E-01	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	1.69E+00	0	0	0	0	300	NA	0	0	0	0	10000	10000	1.08E+00	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	2.04E+00	0	0	0	0	300	NA	0	0	0	0	10000	10000	8.54E-01	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	2.54E+00	0	0	0	0	300	NA	0	0	0	0	10000	10000	1.02E+00	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
1.2	3.40E+00	0	0	0	0	300	NA	0	0	0	0	10000	10000	1.00E+00	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
3.6	2.71E-01	0	0	0	0	300	NA	0	0	0	0	10000	10000	9.96E-02	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
3.6	6.79E-01	0	0	0	0	300	NA	0	0	0	0	10000	10000	2.16E-01	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
3.6	1.34E+00	0	0	0	0	300	NA	0	0	0	0	10000	10000	4.15E-01	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
3.6	2.70E+00	0	0	0	0	300	NA	0	0	0	0	10000	10000	8.50E-01	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
3.6	3.38E+00	0	0	0	0	300	NA	0	0	0	0	10000	10000	8.76E-01	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
3.6	3.98E+00	0	0	0	0	300	NA	0	0	0	0	10000	10000	9.09E-01	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
3.6	4.49E+00	0	0	0	0	300	NA	0	0	0	0	10000	10000	8.93E-01	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
3.6	6.77E+00	0	0	0	0	300	NA	0	0	0	0	10000	10000	1.00E+00	NA	NA	11	2002	Bioc 	41	462	KashlanOB	mouse	
1	2.3	0	0	1000	0	3.79E-02	NA	0	0	0	0	0	10000	1.48E-02	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	4.85E-02	NA	0	0	0	0	0	10000	3.30E-02	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	7.38E-02	NA	0	0	0	0	0	10000	4.15E-02	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	4.66E-02	NA	0	0	0	0	0	10000	4.64E-02	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	1.11E-01	NA	0	0	0	0	0	10000	6.10E-02	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	1.23E-01	NA	0	0	0	0	0	10000	6.83E-02	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	1.76E-01	NA	0	0	0	0	0	10000	6.60E-02	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	2.00E-01	NA	0	0	0	0	0	10000	8.66E-02	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	1.72E-01	NA	0	0	0	0	0	10000	9.75E-02	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	2.92E-01	NA	0	0	0	0	0	10000	9.28E-02	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	2.36E-01	NA	0	0	0	0	0	10000	1.09E-01	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	2.48E-01	NA	0	0	0	0	0	10000	1.19E-01	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	4.17E-01	NA	0	0	0	0	0	10000	1.38E-01	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	3.10E-01	NA	0	0	0	0	0	10000	1.48E-01	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	4.28E-01	NA	0	0	0	0	0	10000	1.55E-01	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	5.74E-01	NA	0	0	0	0	0	10000	1.56E-01	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	6.60E-01	NA	0	0	0	0	0	10000	1.99E-01	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	6.72E-01	NA	0	0	0	0	0	10000	2.10E-01	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	1.11E+00	NA	0	0	0	0	0	10000	2.21E-01	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	1.19E+00	NA	0	0	0	0	0	10000	2.03E-01	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	1.28E+00	NA	0	0	0	0	0	10000	2.11E-01	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	3.16E+00	NA	0	0	0	0	0	10000	2.47E-01	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	5.12E+00	NA	0	0	0	0	0	10000	2.26E-01	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	8.07E+00	NA	0	0	0	0	0	10000	2.65E-01	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	1.38E+01	NA	0	0	0	0	0	10000	3.17E-01	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	1.66E+01	NA	0	0	0	0	0	10000	3.04E-01	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	1.66E+01	NA	0	0	0	0	0	10000	2.74E-01	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1	2.3	0	0	1000	0	1.75E+01	NA	0	0	0	0	0	10000	2.48E-01	NA	NA	2	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	0	600	0	300	NA	0	0	0	0	1.00E-02	3000	1.40E-01	NA	NA	3	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	0	600	0	300	NA	0	0	0	0	8.13E+01	3000	1.03E-01	NA	NA	3	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	0	600	0	300	NA	0	0	0	0	2.85E+02	3000	7.95E-02	NA	NA	3	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	0	600	0	300	NA	0	0	0	0	5.89E+02	3000	1.02E-01	NA	NA	3	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	0	600	0	300	NA	0	0	0	0	9.96E+02	3000	1.13E-01	NA	NA	3	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	0	600	0	300	NA	0	0	0	0	1.99E+03	3000	1.25E-01	NA	NA	3	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	0	600	0	300	NA	0	0	0	0	2.99E+03	3000	1.47E-01	NA	NA	3	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	0	600	0	300	NA	0	0	0	0	5.00E+03	3000	1.94E-01	NA	NA	3	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	0	600	0	300	NA	0	0	0	0	6.99E+03	3000	2.24E-01	NA	NA	3	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	0	600	0	300	NA	0	0	0	0	1.00E+04	3000	2.35E-01	NA	NA	3	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	400	0	0	0	0	0	0	1.00E-02	NA	10000	10000	3.00E-01	NA	NA	6	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	400	0	0	0	0	0	0	1.00E+02	NA	10000	10000	7.14E-02	NA	NA	6	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	400	0	0	0	0	0	0	1.00E+02	NA	10000	10000	6.78E-02	NA	NA	6	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	400	0	0	0	0	0	0	1.00E+03	NA	10000	10000	1.09E-02	NA	NA	6	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	400	0	0	0	0	0	0	1.00E+03	NA	10000	10000	1.00E-02	NA	NA	6	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	400	0	0	0	0	0	0	1.00E+04	NA	10000	10000	1.81E-02	NA	NA	6	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2.00E+00	0	400	0	0	0	0	0	0	100	NA	10000	10000	6.79E-02	NA	NA	6	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	3.98E+00	0	400	0	0	0	0	0	0	100	NA	10000	10000	9.64E-02	NA	NA	6	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	5.99E+00	0	400	0	0	0	0	0	0	100	NA	10000	10000	1.45E-01	NA	NA	6	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	0	0	0	300	NA	0	0	0	0	0	1.00E-02	1.58E-01	NA	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	0	0	0	300	NA	0	0	0	0	0	1.50E+03	1.90E-01	NA	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	0	0	0	300	NA	0	0	0	0	0	2.00E+03	2.04E-01	NA	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	0	0	0	300	NA	0	0	0	0	0	3.00E+03	2.20E-01	NA	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	0	0	0	300	NA	0	0	0	0	0	6.00E+03	2.60E-01	NA	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	0	0	0	300	NA	0	0	0	0	0	1.00E+04	2.80E-01	NA	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	2	0	0	0	0	300	NA	0	0	0	0	0	2.00E+04	2.74E-01	NA	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	0	0	0	0	0	300	NA	0	0	0	0	9.81E+01	5.00E+02	0	5.78E+02	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	0	0	0	0	0	300	NA	0	0	0	0	2.93E+02	5.00E+02	0	5.05E+02	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	0	0	0	0	0	300	NA	0	0	0	0	5.93E+02	5.00E+02	0	5.11E+02	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	0	0	0	0	0	300	NA	0	0	0	0	9.96E+02	5.00E+02	0	5.20E+02	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	0	0	0	0	0	300	NA	0	0	0	0	3.00E+03	5.00E+02	0	5.09E+02	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	0	0	0	0	0	300	NA	0	0	0	0	3.96E-01	3000	0	1.08E+02	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	0	0	0	0	0	300	NA	0	0	0	0	9.42E+01	3000	0	1.98E+02	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	0	0	0	0	0	300	NA	0	0	0	0	3.03E+02	3000	0	3.79E+02	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	0	0	0	0	0	300	NA	0	0	0	0	5.92E+02	3000	0	4.24E+02	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	0	0	0	0	0	300	NA	0	0	0	0	9.96E+02	3000	0	5.53E+02	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	0	0	0	0	0	300	NA	0	0	0	0	2.00E+03	3000	0	5.25E+02	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
1.2	0	0	0	0	0	300	NA	0	0	0	0	3.00E+03	3000	0	8.37E+02	NA	8	2003	Bioc 	42	1696	KashlanOB	mouse	
5.00E-02	111.25	0	0	0	0	0	0	0	0	0	0	0.00E+00	NA	0	NA	1.13E-02	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
1.50E-01	111.25	0	0	0	0	0	0	0	0	0	0	0.00E+00	NA	0	NA	2.27E-02	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
3.00E-01	111.25	0	0	0	0	0	0	0	0	0	0	0.00E+00	NA	0	NA	1.02E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
6.00E-01	111.25	0	0	0	0	0	0	0	0	0	0	0.00E+00	NA	0	NA	4.76E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
9.00E-01	111.25	0	0	0	0	0	0	0	0	0	0	0.00E+00	NA	0	NA	6.06E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
1.50E+00	111.25	0	0	0	0	0	0	0	0	0	0	0.00E+00	NA	0	NA	6.94E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
2.00E+00	111.25	0	0	0	0	0	0	0	0	0	0	0.00E+00	NA	0	NA	7.20E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
5.00E-02	111.25	0	0	0	0	0	0	0	0	0	0	5.00E+03	NA	0	NA	2.66E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
1.50E-01	111.25	0	0	0	0	0	0	0	0	0	0	5.00E+03	NA	0	NA	4.22E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
3.00E-01	111.25	0	0	0	0	0	0	0	0	0	0	5.00E+03	NA	0	NA	5.16E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
6.00E-01	111.25	0	0	0	0	0	0	0	0	0	0	5.00E+03	NA	0	NA	6.03E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
9.00E-01	111.25	0	0	0	0	0	0	0	0	0	0	5.00E+03	NA	0	NA	6.49E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
1.50E+00	111.25	0	0	0	0	0	0	0	0	0	0	5.00E+03	NA	0	NA	7.03E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
2.00E+00	111.25	0	0	0	0	0	0	0	0	0	0	5.00E+03	NA	0	NA	7.22E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
5.00E-02	111.25	0	0	0	0	0	0	0	0	1.00E+02	0	0.00E+00	NA	0	NA	5.38E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
1.50E-01	111.25	0	0	0	0	0	0	0	0	1.00E+02	0	0.00E+00	NA	0	NA	6.77E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
3.00E-01	111.25	0	0	0	0	0	0	0	0	1.00E+02	0	0.00E+00	NA	0	NA	7.51E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
6.00E-01	111.25	0	0	0	0	0	0	0	0	1.00E+02	0	0.00E+00	NA	0	NA	8.22E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
9.00E-01	111.25	0	0	0	0	0	0	0	0	1.00E+02	0	0.00E+00	NA	0	NA	8.50E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
